customer_id,address,postcode,state,country,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,CLV
636,8 Golf Drive,2747,NSW,Australia,9,Alejandrina,Canavan,Female,42,02/09/1971,Systems Administrator II,,Mass Customer,N,No,19,52,7808.71
637,9427 Tennyson Plaza,2759,NSW,Australia,8,Mercy,Wilsone,Female,60,23/09/1976,Health Coach I,Health,High Net Worth,N,No,13,47,13899.73
638,8300 Vermont Center,3429,Victoria,Australia,6,Joey,Ledram,Male,19,29/04/1967,,Manufacturing,High Net Worth,N,No,13,57,10198.93
639,44 Upham Crossing,2148,NSW,Australia,7,Mayor,Ismay,Male,51,03/06/1974,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16,49,5831.55
640,18 Forest Avenue,2204,NSW,Australia,9,Galvin,O'Keenan,Male,12,12/07/1975,Librarian,Entertainment,High Net Worth,N,Yes,10,48,11141.29
641,049 Michigan Parkway,3337,Victoria,Australia,6,Foster,Haysar,Male,86,21/11/1974,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,3,49,3853.34
642,831 Hayes Park,4218,QLD,Australia,8,Les,Mines,Male,9,19/12/1972,Automation Specialist IV,Property,Mass Customer,N,No,12,51,5304.37
643,491 Merry Crossing,3011,Victoria,Australia,4,Carolee,Butters,Female,48,29/12/1982,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,10,41,5034.78
644,598 Randy Way,2380,NSW,Australia,1,Tomlin,Hastwall,Male,59,22/12/1999,Administrative Officer,Health,Affluent Customer,N,No,2,24,1808.74
645,5873 Hagan Park,3015,Victoria,Australia,10,Randolf,Durant,Male,50,01/04/1971,Analyst Programmer,,High Net Worth,N,No,11,53,9008.59
646,3 Erie Hill,3564,Victoria,Australia,2,Rowena,Parchment,Female,3,22/07/1973,Human Resources Manager,Manufacturing,Affluent Customer,N,No,13,50,4809.52
647,678 Old Gate Pass,3171,Victoria,Australia,9,Stanislas,Baildon,Male,61,23/01/1957,Assistant Manager,Retail,Mass Customer,N,Yes,10,67,10703.61
648,9 Mayfield Road,4551,QLD,Australia,7,Gardiner,Nutley,Male,86,04/06/1978,Accountant II,Financial Services,Mass Customer,N,Yes,9,45,8410.93
649,41759 Crowley Circle,2560,NSW,Australia,8,Krissie,Dinan,Female,23,07/12/1974,Legal Assistant,Financial Services,Mass Customer,N,Yes,10,49,1718.19
650,9892 Dennis Alley,2565,NSW,Australia,7,Matthew,Petschelt,Male,81,24/10/1977,Assistant Manager,Health,Mass Customer,N,No,13,46,7082.77
651,58729 Moland Trail,2035,NSW,Australia,12,Minni,Deegin,Female,76,24/10/1973,Tax Accountant,Health,Affluent Customer,N,No,13,50,5028.17
652,36360 Coleman Trail,3850,Victoria,Australia,3,Edee,Stoker,Female,62,24/11/1996,Staff Scientist,Financial Services,High Net Worth,N,Yes,1,27,10240.87
653,67 Aberg Hill,2519,NSW,Australia,4,Maxy,Hurles,Male,68,28/01/1968,Graphic Designer,Financial Services,Affluent Customer,N,Yes,19,56,4502.58
654,88 La Follette Way,2166,NSW,Australia,8,Noelani,Andreuzzi,Female,2,19/05/1993,Administrative Officer,Manufacturing,Affluent Customer,N,No,5,31,4666.55
655,2884 Welch Lane,3807,Victoria,Australia,8,Stuart,Gebhardt,Male,64,25/11/1974,General Manager,Manufacturing,Affluent Customer,N,Yes,19,49,8876.49
656,60 Meadow Vale Hill,3032,Victoria,Australia,5,Marty,Lebreton,Female,80,17/11/1978,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,8,45,8438.35
657,9912 Eagle Crest Lane,4800,QLD,Australia,7,Hoyt,,Male,66,18/02/1993,Safety Technician II,Manufacturing,Affluent Customer,N,No,10,31,6640.48
658,355 Thackeray Circle,3025,Victoria,Australia,9,Donn,Bonnell,Male,38,24/01/1944,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,8,80,5305.31
659,56 Anniversary Avenue,2121,NSW,Australia,12,Natalee,Stringman,Female,44,09/10/1979,,Financial Services,Affluent Customer,N,Yes,15,44,5140.61
660,14 Autumn Leaf Avenue,2570,NSW,Australia,10,Stormi,,Female,82,29/07/1995,Geological Engineer,Manufacturing,High Net Worth,N,No,6,28,5360.14
661,30274 Graedel Way,2577,NSW,Australia,7,Cinderella,Haslen,Female,35,07/05/1988,Sales Associate,IT,High Net Worth,N,No,14,36,5564.07
662,74013 Mesta Terrace,3084,Victoria,Australia,9,Bonnibelle,Imos,Female,41,04/07/1967,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,56,6635.87
663,15 Lindbergh Center,2199,NSW,Australia,9,Massimo,Seymour,Male,27,17/07/1997,VP Sales,Property,Affluent Customer,N,Yes,3,26,5447.21
664,3 Corscot Hill,4870,QLD,Australia,5,Mathe,Scatcher,Male,38,05/10/1994,Research Nurse,Health,High Net Worth,N,No,4,29,3998.82
665,77006 Nelson Point,4171,QLD,Australia,10,Chan,Kirckman,Male,82,19/04/1997,Human Resources Assistant I,,Mass Customer,N,No,5,27,9143.6
666,25 Mesta Plaza,3975,Victoria,Australia,8,Anselma,Ricardon,Female,82,01/11/1983,Social Worker,Health,High Net Worth,N,Yes,15,40,5173.84
667,1349 Namekagon Crossing,2134,NSW,Australia,12,Nicoline,Samwayes,Female,62,19/03/1994,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,3,30,5826.33
668,186 Shasta Avenue,2066,NSW,Australia,9,Ebony,Threadgall,Female,61,26/08/1966,Junior Executive,Health,Mass Customer,N,No,7,57,7399.77
669,48 Warbler Road,4053,QLD,Australia,7,Fleur,Whittlesea,Female,73,02/11/1980,Research Associate,,Mass Customer,N,No,3,43,12187.94
670,756 Farragut Place,4740,QLD,Australia,2,Janifer,Pountain,Female,75,09/11/1992,Business Systems Development Analyst,Retail,Affluent Customer,N,No,8,31,4078.4
671,197 Mifflin Hill,2260,NSW,Australia,10,Aristotle,Vanni,Male,49,25/07/1984,,Argiculture,Mass Customer,N,No,5,39,7450.68
672,618 Independence Pass,2800,NSW,Australia,1,Kleon,Pallatina,Male,53,12/01/1977,Analog Circuit Design manager,Retail,High Net Worth,N,No,12,47,4786.22
673,2836 Morning Drive,2304,NSW,Australia,7,Artie,Ommanney,Male,35,27/06/1975,VP Sales,Health,Mass Customer,N,Yes,4,48,3435.22
674,8 Lawn Hill,3752,Victoria,Australia,7,Dalila,Rosel,Female,61,22/08/1954,Developer II,,Mass Customer,N,No,5,69,6404.85
675,99 Cascade Crossing,2048,NSW,Australia,12,Sharl,Wiggin,Female,37,19/12/1976,Administrative Assistant I,Financial Services,Mass Customer,N,Yes,17,47,4204.51
676,4 Sunfield Circle,2194,NSW,Australia,8,Curtis,,Male,51,19/05/1968,Senior Editor,,High Net Worth,N,Yes,14,56,6739.82
677,5 Lyons Alley,2216,NSW,Australia,10,El,Toupe,Male,59,28/07/1997,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5,26,3703.87
678,96910 Sugar Point,4352,QLD,Australia,7,Ambur,Symcoxe,Female,57,31/08/1995,Accounting Assistant II,IT,High Net Worth,N,No,2,28,3152.34
679,558 Maple Court,2557,NSW,Australia,9,Yolande,Whild,Female,29,21/10/1974,Registered Nurse,Health,Mass Customer,N,No,12,49,8300.07
681,76 Hanson Junction,2147,NSW,Australia,9,Jobyna,Elgey,Female,55,18/09/1978,VP Product Management,Manufacturing,Mass Customer,N,Yes,17,45,5888.74
682,3 Sheridan Park,2548,NSW,Australia,8,Ole,Euplate,Male,53,16/03/1971,Health Coach IV,Health,Affluent Customer,N,Yes,7,53,8280.35
683,40545 Forster Point,2262,NSW,Australia,7,Brennan,Gagen,Male,60,16/05/1962,,Manufacturing,Mass Customer,N,Yes,10,62,5616.71
684,8425 Jackson Terrace,2763,NSW,Australia,9,Malvin,,Male,88,03/07/1987,Desktop Support Technician,Financial Services,Mass Customer,N,No,14,36,6011.92
686,8234 Riverside Park,2481,NSW,Australia,9,Hallie,Le feaver,Female,60,17/07/1954,GIS Technical Architect,Argiculture,High Net Worth,N,Yes,5,69,4622.87
687,4535 Daystar Parkway,2072,NSW,Australia,12,Welby,Ninnotti,Male,25,10/02/1959,Executive Secretary,Retail,High Net Worth,N,Yes,5,65,2828.68
688,95 Fallview Avenue,3155,Victoria,Australia,8,Baron,Bullus,Male,90,15/02/1969,Junior Executive,Health,High Net Worth,N,No,9,55,5647.04
689,75826 Bellgrove Trail,3095,Victoria,Australia,10,Hamnet,Berford,Male,91,19/05/1966,Senior Developer,Entertainment,High Net Worth,N,Yes,16,58,3614.25
690,64080 Susan Park,4207,QLD,Australia,7,Lindsey,,Male,95,27/03/1987,Assistant Professor,,Affluent Customer,N,Yes,17,37,6516.74
691,8179 Veith Pass,2577,NSW,Australia,7,Carver,Carwardine,Male,29,25/08/1954,,Financial Services,Affluent Customer,N,Yes,5,69,9841.22
692,5 Maple Parkway,2160,NSW,Australia,9,Goraud,Ayling,Male,42,25/12/1987,Database Administrator IV,Property,Mass Customer,N,No,7,36,8189.47
693,0 Carey Drive,4110,QLD,Australia,4,Bambi,Hebblethwaite,Female,46,27/10/1970,,Financial Services,Affluent Customer,N,Yes,19,53,6667.92
694,1 Moose Avenue,2017,NSW,Australia,8,Lilith,Lanning,Female,66,28/12/1968,Media Manager III,Health,Mass Customer,N,No,13,55,4359.78
695,02 Bartelt Center,2745,NSW,Australia,8,Kevan,Kubal,Male,36,30/11/1977,Engineer II,Health,High Net Worth,N,No,11,46,10407.64
696,0650 Sachs Circle,2769,NSW,Australia,10,Arch,Gaitskill,Male,57,06/02/1966,Programmer Analyst II,,Affluent Customer,N,Yes,6,58,4822.78
697,16420 Veith Crossing,4214,QLD,Australia,7,Weston,Brokenshaw,Male,25,29/11/1986,Environmental Specialist,Entertainment,Mass Customer,N,No,10,37,5888.76
698,81310 Charing Cross Plaza,3805,Victoria,Australia,7,Ellette,Fahy,Female,90,20/07/1996,Human Resources Manager,Manufacturing,High Net Worth,N,Yes,1,27,3362.66
699,37430 Merrick Center,2770,NSW,Australia,6,Mirabella,Richter,Female,16,04/08/1972,Account Representative IV,IT,Affluent Customer,N,Yes,16,51,2655.81
700,6046 Sheridan Way,2322,NSW,Australia,3,Josias,Mulliner,Male,67,20/02/1990,,Financial Services,Mass Customer,N,No,4,34,7960.03
701,537 Packers Street,4562,QLD,Australia,5,Ransell,Ruler,Male,18,01/05/1956,Food Chemist,Health,Mass Customer,N,Yes,8,68,6285.29
702,6 Briar Crest Court,2117,NSW,Australia,12,Zorina,Bosomworth,Female,72,09/02/1960,Help Desk Technician,,Mass Customer,N,No,8,64,3825.66
703,4 Lillian Plaza,2283,NSW,Australia,6,Ethelda,,Female,66,31/10/1966,,Property,Mass Customer,N,No,15,57,7301.15
704,70836 Colorado Plaza,2571,NSW,Australia,11,Lindsay,Acaster,Female,49,08/12/1998,Research Nurse,Health,Mass Customer,N,No,4,25,10881.81
705,15 Emmet Street,2233,NSW,Australia,10,Eddie,Yekel,Male,48,16/01/1964,Quality Engineer,Retail,High Net Worth,N,No,14,60,3745.18
706,8 Dottie Court,3480,Victoria,Australia,1,Kane,Gaffer,Male,44,06/01/1990,Media Manager IV,Financial Services,High Net Worth,N,Yes,5,34,10040.5
707,520 Stephen Pass,3011,Victoria,Australia,9,Homere,Rounds,Male,97,23/07/1973,Executive Secretary,,Mass Customer,N,Yes,7,50,7563.61
708,18939 Upham Hill,3551,Victoria,Australia,3,Idalina,Wilcot,Female,31,15/02/1987,Safety Technician II,IT,Mass Customer,N,Yes,10,37,3149.03
709,4222 Porter Lane,3136,Victoria,Australia,9,Holly,Cavil,Female,83,11/12/1979,Accountant III,Financial Services,Mass Customer,N,Yes,5,44,5948.81
710,1721 Nobel Junction,2753,NSW,Australia,8,Benton,Oakly,Male,76,01/03/1970,Sales Representative,Retail,High Net Worth,N,Yes,13,54,9823.81
711,30550 Pierstorff Lane,3093,Victoria,Australia,7,Audrey,Vickerman,Female,60,03/03/1972,,,Affluent Customer,N,No,7,52,3784.83
712,6 Morning Drive,2232,NSW,Australia,9,Norine,Antonik,Female,22,20/05/1961,,IT,Mass Customer,N,No,14,63,9223.66
713,646 Mariners Cove Place,3023,Victoria,Australia,6,Adena,Northedge,Female,34,26/09/1994,Help Desk Technician,,Mass Customer,N,Yes,4,29,4564.42
714,51 Londonderry Trail,2153,NSW,Australia,10,Burtie,Scintsbury,Male,12,13/07/1964,,Manufacturing,High Net Worth,N,Yes,15,59,10441.09
715,4086 Darwin Terrace,2176,NSW,Australia,9,Royal,Shinn,Male,50,07/09/1968,Junior Executive,,Mass Customer,N,No,6,55,4278.66
716,4033 Hermina Road,2304,NSW,Australia,7,Trescha,Preshous,Female,31,09/11/1979,Social Worker,Health,Mass Customer,N,No,11,44,6680.78
717,37 Banding Avenue,2567,NSW,Australia,9,Basilius,Spieck,Male,65,20/11/1976,VP Product Management,Manufacturing,Mass Customer,N,Yes,11,47,4696.91
718,8080 Victoria Plaza,4217,QLD,Australia,11,Cathe,Lorriman,Female,38,18/02/1978,Engineer I,Manufacturing,Mass Customer,N,Yes,7,46,6777.43
719,14254 Hallows Parkway,4615,QLD,Australia,1,Pattin,Weathey,Male,2,30/12/1953,Administrative Officer,Retail,Mass Customer,N,No,14,70,12020
720,78 Glacier Hill Drive,2026,NSW,Australia,10,Darrel,Canet,Male,67,23/10/1931,Recruiting Manager,Retail,Affluent Customer,N,No,6,92,13004.35
721,6 Fulton Road,3174,Victoria,Australia,8,Harmonia,Cornock,Female,84,09/08/1993,Account Representative III,,Affluent Customer,N,Yes,1,30,8883.61
722,76 Londonderry Park,2777,NSW,Australia,9,Stewart,Brosoli,Male,69,17/03/1956,Marketing Manager,IT,Mass Customer,N,No,5,68,6548.61
723,68861 School Hill,2199,NSW,Australia,9,Madelina,Marte,Female,41,20/08/1963,Food Chemist,Health,Mass Customer,N,Yes,6,60,7012.59
724,09 Bartelt Lane,2190,NSW,Australia,8,Heinrik,Norcock,Male,7,05/08/1975,Analog Circuit Design manager,Financial Services,Mass Customer,N,Yes,4,48,9812.7
725,29639 Porter Center,4221,QLD,Australia,8,Gage,Crossan,Male,61,27/08/1965,Design Engineer,Health,High Net Worth,N,Yes,19,58,13048.82
726,5811 Moulton Drive,2766,NSW,Australia,8,Norma,Blackbourn,Female,69,10/02/1978,Information Systems Manager,Health,Mass Customer,N,Yes,10,46,5134.71
727,80027 Ryan Terrace,3551,Victoria,Australia,3,Lenci,Duerden,Male,98,10/10/1978,Senior Editor,Manufacturing,Mass Customer,N,No,3,45,8768.09
728,8 Kingsford Hill,3429,Victoria,Australia,6,Winthrop,Corser,Male,60,03/10/1956,VP Accounting,Financial Services,Mass Customer,N,Yes,8,67,10919.45
729,8044 Emmet Hill,3150,Victoria,Australia,9,Ammamaria,Standbridge,Female,30,23/10/1973,Analog Circuit Design manager,Health,Affluent Customer,N,No,11,50,15826
730,2249 Havey Hill,3183,Victoria,Australia,10,Robb,Poll,Male,42,25/07/1968,Web Designer IV,,Mass Customer,N,No,14,55,6529.49
731,1855 Stang Terrace,2145,NSW,Australia,9,Lorenza,Cawthorne,Female,57,04/12/1969,,,Mass Customer,N,No,6,54,6259.2
732,2 Riverside Trail,2154,NSW,Australia,11,Bonita,Gethins,Female,71,21/01/1967,Actuary,Financial Services,Mass Customer,N,No,5,57,6099.15
733,98 Esker Junction,2192,NSW,Australia,10,Ham,Mayoh,Male,25,30/11/1973,,Manufacturing,Mass Customer,N,No,13,50,14532.51
734,9984 Pankratz Road,2145,NSW,Australia,10,Leicester,Fynes,Male,34,06/07/1980,Programmer III,Retail,Affluent Customer,N,No,11,43,3346.12
735,324 Mifflin Road,2290,NSW,Australia,7,Khalil,Pennings,Male,33,20/04/1965,Assistant Manager,Financial Services,Mass Customer,N,Yes,11,59,6814.03
736,2726 Cardinal Way,3073,Victoria,Australia,5,Sansone,Eastcourt,Male,41,24/05/1974,Help Desk Operator,,High Net Worth,N,No,8,50,5999.72
737,3 Talisman Place,4811,QLD,Australia,2,Sisely,Oppy,Female,75,11/07/1983,Systems Administrator III,,Mass Customer,N,No,16,40,7386.14
738,282 West Trail,4005,QLD,Australia,5,Bunnie,Whines,Female,51,08/12/1984,,Argiculture,Mass Customer,N,Yes,9,39,8764.37
739,08260 Jay Court,3191,Victoria,Australia,11,Arnie,Zorn,Male,36,13/12/1964,Senior Editor,Manufacturing,Mass Customer,N,No,8,59,9430.63
740,12 6th Hill,4810,QLD,Australia,2,Farr,Butterick,Male,9,18/08/1994,,Financial Services,Affluent Customer,N,No,6,29,6155.53
741,0297 Merchant Avenue,4121,QLD,Australia,9,Cristionna,Mapes,Female,16,15/02/1979,,,Mass Customer,N,No,11,45,3482.3
742,1 Monica Street,2100,NSW,Australia,9,Dexter,Robelin,Male,55,24/04/1966,Senior Developer,Manufacturing,Mass Customer,N,No,15,58,6918.96
743,0272 Pankratz Hill,2031,NSW,Australia,10,Pattin,Morican,Male,89,06/04/1981,VP Accounting,Financial Services,Mass Customer,N,Yes,13,43,6065.44
744,2 North Crossing,3111,Victoria,Australia,11,Heinrik,,Male,54,30/08/1977,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14,46,4149.55
745,345 Dovetail Avenue,4305,QLD,Australia,5,Dotty,Maylott,Female,84,22/03/1978,,Manufacturing,Mass Customer,N,Yes,13,46,2697.98
746,2826 Huxley Center,3137,Victoria,Australia,8,Aldo,Waistall,Male,47,29/07/1964,Business Systems Development Analyst,,Affluent Customer,N,Yes,17,59,4853.96
747,61043 Summer Ridge Junction,2229,NSW,Australia,11,Eula,Bruni,Female,91,24/04/1978,Database Administrator II,,Mass Customer,N,No,7,46,1801.98
748,56045 Express Avenue,2176,NSW,Australia,9,Linet,Postill,Female,51,21/04/1981,VP Marketing,Financial Services,High Net Worth,N,No,7,43,8538.05
749,760 Forest Dale Place,3068,Victoria,Australia,12,Andreas,Cosin,Male,47,01/08/1972,Environmental Specialist,Argiculture,Mass Customer,N,No,19,51,7591.94
750,99 Wayridge Place,2263,NSW,Australia,8,Izaak,Gisborne,Male,42,08/04/1995,Analyst Programmer,Retail,Affluent Customer,N,Yes,7,29,7506.73
751,5 Dahle Trail,2117,NSW,Australia,10,Amie,Dufty,Female,41,31/10/2001,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,1,22,386.48
752,62215 Delaware Plaza,4118,QLD,Australia,3,Kalil,Palombi,Male,13,27/06/1961,Speech Pathologist,Financial Services,High Net Worth,N,No,12,62,8004.32
753,37 Dorton Street,2594,NSW,Australia,3,Josy,St. Quentin,Female,82,07/03/1970,Food Chemist,Health,Affluent Customer,Y,Yes,6,54,11935.38
754,00 Evergreen Center,3850,VIC,Australia,4,Patsy,Beefon,Female,15,28/07/1979,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,44,814.03
755,80 Maple Avenue,2536,NSW,Australia,4,Baily,Imison,Male,31,13/07/1993,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,30,2071.78
756,43 Jana Way,3750,VIC,Australia,7,Carin,Lauthian,Female,65,25/09/1974,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16,49,3859.17
757,195 Knutson Place,4019,QLD,Australia,8,Kinsley,Klimus,Male,91,13/05/1977,Environmental Tech,Financial Services,Mass Customer,N,No,18,47,3967.6
758,9 Melby Park,2197,NSW,Australia,10,Teena,Birrel,Female,99,07/04/1967,,Manufacturing,High Net Worth,N,Yes,11,57,651.02
759,4 Vahlen Junction,2227,NSW,Australia,10,Mitchel,Schimek,Male,89,18/04/1963,Clinical Specialist,Health,High Net Worth,N,No,13,61,8217.14
760,6330 Monica Way,2540,NSW,Australia,9,Shamus,Fyndon,Male,46,02/03/1978,Assistant Professor,,Mass Customer,N,Yes,18,46,8569.29
761,7101 Gulseth Hill,2293,NSW,Australia,9,Vaughan,McCromley,Male,12,27/11/1977,Media Manager II,Health,Affluent Customer,N,Yes,4,46,6483.68
762,983 2nd Road,2560,NSW,Australia,8,Kerwin,Jossel,Male,91,06/03/1980,Environmental Specialist,,Mass Customer,N,Yes,22,44,3989.68
763,08 Vidon Center,2143,NSW,Australia,5,Benita,Cuffley,Female,95,05/11/1987,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12,36,6989.88
764,36 Helena Drive,4305,QLD,Australia,1,Samuel,Stiff,Male,40,16/03/1977,Environmental Tech,Financial Services,Mass Customer,N,Yes,22,47,4122.42
765,20554 Orin Place,3630,VIC,Australia,1,Valeria,Chazette,Female,50,31/08/1984,,Retail,Affluent Customer,N,No,16,39,8794.98
766,3903 Messerschmidt Park,2164,NSW,Australia,8,Nonna,Hun,Female,16,22/04/1975,,Retail,Mass Customer,N,Yes,14,49,4962.24
767,64 Muir Lane,2148,NSW,Australia,8,Gustav,Kos,Male,70,16/12/1955,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,11,68,6197.59
768,06495 Swallow Terrace,2759,NSW,Australia,9,Alexia,Wolford,Female,5,14/01/1974,Web Developer IV,Argiculture,Affluent Customer,N,Yes,21,50,9425.52
769,033 Loftsgordon Center,2150,NSW,Australia,8,Cameron,Letherbury,Male,65,28/12/1961,Analog Circuit Design manager,IT,Mass Customer,N,No,12,62,9694.79
770,80 Scofield Alley,3121,VIC,Australia,10,Zara,Maccaddie,Female,10,05/02/1984,Software Consultant,IT,High Net Worth,N,Yes,13,40,6789.79
771,64 Milwaukee Pass,4350,QLD,Australia,4,Lammond,MacGeffen,Male,12,12/03/1964,,,Affluent Customer,N,Yes,8,60,5901.7
772,50851 Vahlen Avenue,2567,NSW,Australia,7,Lorianna,Vidyapin,Female,12,26/12/1998,Community Outreach Specialist,Entertainment,Mass Customer,N,No,4,25,8421.58
773,88 Bay Drive,4305,QLD,Australia,3,Robbie,Handaside,Male,77,12/02/1985,,Financial Services,Affluent Customer,N,Yes,20,39,10334.68
774,0 Thompson Road,3183,VIC,Australia,8,Phelia,Perotti,Female,79,27/11/1998,Operator,Manufacturing,High Net Worth,N,No,1,25,1311.44
775,99 Elka Street,4350,QLD,Australia,4,Nikita,Kilby,Male,66,21/09/1982,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,4,41,6985.21
776,2699 Crest Line Way,4869,QLD,Australia,4,Stanley,Seven,Male,30,24/09/1980,Financial Analyst,Financial Services,High Net Worth,N,No,20,43,9151.17
777,6 Melody Trail,2145,NSW,Australia,9,Wolfgang,Tarrier,Male,2,09/01/1993,Paralegal,Financial Services,High Net Worth,N,No,4,31,5113.99
778,90 New Castle Trail,2137,NSW,Australia,9,Stacy,Pozzi,Male,24,17/11/1976,Assistant Professor,Manufacturing,High Net Worth,N,No,13,47,6292.89
779,2570 Wayridge Park,2093,NSW,Australia,9,Maddy,Larrat,Female,1,10/02/1992,Staff Accountant III,Health,High Net Worth,N,No,7,32,4372.34
780,70 Old Gate Street,2354,NSW,Australia,3,Kim,,Female,24,12/10/1973,Professor,Financial Services,Mass Customer,N,No,20,50,3499.72
781,3 Magdeline Terrace,2190,NSW,Australia,10,Elvis,O'Leagham,Male,80,15/11/1958,Legal Assistant,Manufacturing,Mass Customer,N,No,17,65,3763.46
782,36744 Birchwood Center,4019,QLD,Australia,3,Bevvy,Siegertsz,Female,30,29/08/1976,Geological Engineer,Manufacturing,Mass Customer,N,No,17,47,10216.48
783,68 Chinook Street,4814,QLD,Australia,2,Rudd,Strangeways,Male,6,25/07/1985,Information Systems Manager,Retail,Affluent Customer,N,No,14,38,6170.6
784,0 Valley Edge Plaza,3201,VIC,Australia,6,Frederik,Duckett,Male,10,24/01/1977,Accounting Assistant III,IT,High Net Worth,N,Yes,22,47,760.18
785,8 Starling Trail,2282,NSW,Australia,8,Anthea,Guesford,Female,48,26/08/1979,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18,44,4304.54
786,3 Crest Line Plaza,2223,NSW,Australia,10,Francklin,Ubanks,Male,34,14/02/1985,,Financial Services,Affluent Customer,N,No,16,39,7114.27
787,0601 Stephen Place,2292,NSW,Australia,7,Norma,Batrim,Female,29,15/12/1996,,Retail,Affluent Customer,N,Yes,2,27,11292.54
788,00 Mockingbird Junction,2141,NSW,Australia,9,Gregg,Townsend,Male,62,01/07/1964,Social Worker,Health,Mass Customer,N,No,11,59,8089.72
789,37817 Burning Wood Circle,2126,NSW,Australia,11,Gabrielle,Giraudot,Female,69,28/04/1978,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14,46,4497.3
790,02353 Kropf Lane,3046,VIC,Australia,9,Yvonne,,Female,22,24/03/1968,Senior Editor,,Affluent Customer,N,No,15,56,9306.61
791,79 Arkansas Drive,3008,VIC,Australia,10,Tootsie,Hurt,Female,3,29/09/1968,Professor,Manufacturing,Mass Customer,N,Yes,14,55,6605.22
792,4085 Jackson Hill,2830,NSW,Australia,7,Mitch,Rains,Male,10,19/11/1975,Structural Engineer,,High Net Worth,N,Yes,4,48,6907.9
793,57 Gulseth Terrace,2099,NSW,Australia,10,Kissie,Delong,Female,97,30/01/1989,Actuary,Financial Services,High Net Worth,N,Yes,9,35,12116.11
794,52737 Morningstar Crossing,2250,NSW,Australia,3,Scott,Ommundsen,Male,99,12/05/1955,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,16,69,7832.74
795,866 Rockefeller Junction,2171,NSW,Australia,9,Cassy,Awdry,Female,35,20/08/1973,Environmental Tech,Financial Services,High Net Worth,N,No,18,50,5980.89
796,414 Kensington Lane,3076,VIC,Australia,8,Ira,Lamlin,Female,8,27/05/1997,Financial Analyst,Financial Services,Mass Customer,N,No,2,27,6097.05
797,81 Holy Cross Alley,2077,NSW,Australia,8,Meridel,Rawet,Female,51,20/10/1973,Internal Auditor,Financial Services,Mass Customer,N,No,19,50,4668.49
798,1 Loomis Parkway,3156,VIC,Australia,9,Dorita,Blackburne,Female,22,20/05/1988,Teacher,Financial Services,High Net Worth,N,No,5,36,4285.05
800,92344 Oakridge Drive,4873,QLD,Australia,4,Quint,Popov,Male,68,31/12/1978,Account Coordinator,Manufacturing,Mass Customer,N,No,8,45,6283.9
801,1626 Dawn Street,4514,QLD,Australia,3,Bertram,Linn,Male,28,08/10/1980,Geologist IV,,Affluent Customer,N,No,20,43,1074.8
802,845 Talisman Pass,4210,QLD,Australia,7,Ailyn,Carberry,Female,50,20/02/1986,Financial Analyst,Financial Services,Mass Customer,N,No,3,38,7508.74
803,1899 Manley Court,4551,QLD,Australia,7,Nina,Murcutt,Female,96,11/11/1999,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,3,24,3818.25
804,15067 Commercial Pass,4006,QLD,Australia,7,Henrietta,Seater,Female,98,17/06/1999,Technical Writer,,High Net Worth,N,Yes,1,24,3480.5
805,80932 5th Street,2754,NSW,Australia,8,Jorrie,Hanhardt,Female,48,19/04/1960,Electrical Engineer,Manufacturing,Mass Customer,N,No,10,64,6966.17
806,018 Erie Point,2767,NSW,Australia,9,Carter,Kaesmakers,Male,66,28/07/1992,Sales Representative,Retail,Mass Customer,N,Yes,7,31,4854.46
807,40402 Moulton Park,2282,NSW,Australia,8,Lorne,Quested,Female,48,25/11/1980,Safety Technician I,,Affluent Customer,N,No,16,43,4367.13
808,246 Norway Maple Trail,3810,VIC,Australia,2,Nigel,Phippard,Male,21,21/11/1979,Social Worker,Health,High Net Worth,N,Yes,17,44,3676.82
809,2 Autumn Leaf Plaza,2137,NSW,Australia,8,Nevsa,Washtell,Female,83,23/10/1977,Biostatistician III,Health,Mass Customer,N,No,18,46,3653.47
810,808 Starling Place,2173,NSW,Australia,9,Fawnia,Bartrum,Female,24,04/04/1998,Software Test Engineer IV,Health,Mass Customer,N,Yes,1,26,4539.42
